team,pitchers_used,pitcher_age,era,innings_pitched,p_hits,p_runs,earned_runs,homeruns_allowed,walks_allowed,p_strikeouts,saves,hbp,era_plus,whip,hits_per_nine,hr_per_nine,walks_per_nine,so_per_nine,so_walk,p_left_on_base,year
CIN,20,29.1,4.21,1437.1,1469,725,673,156,544,868,32,31,93,1.401,9.2,1.0,3.4,5.4,1.60,1150,1977.0
CLE,14,27.9,4.10,1452.1,1441,739,661,136,550,876,30,27,97,1.371,8.9,0.8,3.4,5.4,1.59,1117,1977.0
DET,15,25.8,4.13,1457.0,1526,751,668,162,470,784,23,23,104,1.370,9.4,1.0,2.9,4.8,1.67,1116,1977.0
HOU,13,24.9,3.54,1465.2,1384,650,576,110,545,871,28,25,101,1.316,8.5,0.7,3.3,5.3,1.60,1149,1977.0
KCR,13,28.4,3.52,1460.2,1377,651,571,110,499,850,42,36,115,1.284,8.5,0.7,3.1,5.2,1.70,1106,1977.0
LAD,14,28.5,3.22,1475.1,1393,582,528,119,438,930,39,29,120,1.241,8.5,0.7,2.7,5.7,2.12,1114,1977.0
MIL,13,24.1,4.32,1431.0,1461,765,687,136,566,719,25,36,94,1.416,9.2,0.9,3.6,4.5,1.27,1126,1977.0
MIN,15,27.0,4.36,1442.0,1546,776,698,151,507,737,25,37,91,1.424,9.6,0.9,3.2,4.6,1.45,1118,1977.0
MON,17,26.9,4.01,1481.0,1426,736,660,135,579,856,33,25,95,1.354,8.7,0.8,3.5,5.2,1.48,1154,1977.0
NYM,16,27.2,3.77,1433.2,1378,663,601,118,490,911,28,32,99,1.303,8.7,0.7,3.1,5.7,1.86,1097,1977.0
NYY,13,28.6,3.61,1449.1,1395,651,581,139,486,758,34,22,109,1.298,8.7,0.9,3.0,4.7,1.56,1084,1977.0
OAK,19,27.1,4.04,1436.2,1459,749,645,145,560,788,26,24,99,1.405,9.1,0.9,3.5,4.9,1.41,1143,1977.0
PHI,13,29.7,3.71,1455.2,1451,668,600,134,482,856,47,24,109,1.328,9.0,0.8,3.0,5.3,1.78,1093,1977.0
PIT,15,27.3,3.61,1481.2,1406,665,594,149,485,890,39,21,110,1.276,8.5,0.9,2.9,5.4,1.84,1101,1977.0
SDP,15,26.0,4.43,1466.1,1556,834,722,160,673,827,44,27,80,1.520,9.6,1.0,4.1,5.1,1.23,1244,1977.0
SEA,21,27.9,4.83,1433.0,1508,855,769,194,578,785,31,61,85,1.456,9.5,1.2,3.6,4.9,1.36,1128,1977.0
SFG,13,27.0,3.75,1459.0,1501,711,608,114,529,854,33,27,105,1.391,9.3,0.7,3.3,5.3,1.61,1185,1977.0
STL,15,25.7,3.81,1446.0,1420,688,612,139,532,768,31,25,102,1.350,8.8,0.9,3.3,4.8,1.44,1102,1977.0
TEX,18,30.0,3.56,1472.1,1412,657,583,134,471,864,31,31,116,1.279,8.6,0.8,2.9,5.3,1.83,1090,1977.0
TOR,15,25.7,4.57,1428.1,1538,822,725,152,623,771,20,20,92,1.513,9.7,1.0,3.9,4.9,1.24,1194,1977.0
ATL,18,28.2,4.08,1440.1,1404,750,653,132,624,848,32,42,100,1.408,8.8,0.8,3.9,5.3,1.36,1190,1978.0
BAL,15,26.8,3.56,1429.0,1340,633,566,107,509,754,33,15,99,1.294,8.4,0.7,3.2,4.7,1.48,1036,1978.0
BOS,14,29.2,3.54,1472.2,1530,657,579,137,464,706,26,35,118,1.354,9.4,0.8,2.8,4.3,1.52,1199,1978.0
CAL,13,26.6,3.65,1455.2,1382,666,590,125,599,892,33,32,99,1.361,8.5,0.8,3.7,5.5,1.49,1190,1978.0
CHC,14,27.5,4.05,1455.1,1475,724,655,125,539,768,38,33,99,1.384,9.1,0.8,3.3,4.7,1.42,1174,1978.0
CHW,15,28.5,4.21,1409.1,1380,731,660,128,586,710,33,43,91,1.395,8.8,0.8,3.7,4.5,1.21,1128,1978.0
CIN,14,28.3,3.81,1448.1,1437,688,613,122,567,908,46,21,93,1.384,8.9,0.8,3.5,5.6,1.60,1199,1978.0
CLE,14,27.1,3.97,1407.1,1397,694,621,100,568,739,28,28,94,1.396,8.9,0.6,3.6,4.7,1.30,1152,1978.0
DET,17,27.1,3.64,1455.2,1441,653,589,135,503,684,21,36,105,1.335,8.9,0.8,3.1,4.2,1.36,1130,1978.0
HOU,15,26.6,3.63,1440.1,1328,634,581,86,578,930,23,31,91,1.323,8.3,0.5,3.6,5.8,1.61,1185,1978.0
KCR,15,28.7,3.44,1439.0,1350,634,550,108,478,657,33,34,111,1.270,8.4,0.7,3.0,4.1,1.37,1083,1978.0
LAD,15,28.7,3.12,1440.1,1362,573,499,107,440,800,38,23,113,1.251,8.5,0.7,2.7,5.0,1.82,1114,1978.0
MIL,13,25.1,3.65,1436.0,1442,650,583,109,398,577,24,41,104,1.281,9.0,0.7,2.5,3.6,1.45,1102,1978.0
MIN,16,26.5,3.69,1459.2,1468,678,599,102,520,703,26,33,104,1.362,9.1,0.6,3.2,4.3,1.35,1151,1978.0
MON,18,28.9,3.42,1446.0,1332,611,550,117,572,740,32,29,103,1.317,8.3,0.7,3.6,4.6,1.29,1119,1978.0
NYM,16,27.5,3.87,1455.1,1447,690,626,114,531,775,26,28,90,1.359,8.9,0.7,3.3,4.8,1.46,1109,1978.0
NYY,17,28.3,3.18,1460.2,1321,582,516,111,478,817,36,32,115,1.232,8.1,0.7,2.9,5.0,1.71,1099,1978.0
OAK,15,25.3,3.62,1433.1,1401,690,577,106,582,750,29,26,101,1.383,8.8,0.7,3.7,4.7,1.29,1181,1978.0
PHI,15,30.3,3.33,1436.1,1343,586,532,118,393,813,29,25,108,1.209,8.4,0.7,2.5,5.1,2.07,992,1978.0
PIT,14,28.3,3.41,1444.2,1366,637,548,103,499,880,44,33,109,1.291,8.5,0.6,3.1,5.5,1.76,1170,1978.0
SDP,16,28.4,3.28,1433.2,1385,598,522,74,483,744,55,12,101,1.303,8.7,0.5,3.0,4.7,1.54,1106,1978.0
SEA,15,26.9,4.67,1419.1,1540,834,737,155,567,630,20,41,81,1.484,9.8,1.0,3.6,4.0,1.11,1149,1978.0
SFG,14,27.8,3.30,1455.0,1377,594,534,84,453,840,29,22,105,1.258,8.5,0.5,2.8,5.2,1.85,1131,1978.0
STL,16,25.3,3.58,1437.2,1300,657,572,94,600,859,22,31,99,1.322,8.1,0.6,3.8,5.4,1.43,1087,1978.0
TEX,13,29.0,3.36,1456.1,1431,632,543,108,421,776,25,24,110,1.272,8.8,0.7,2.6,4.8,1.84,1083,1978.0
TOR,14,25.9,4.54,1429.1,1529,775,721,149,614,758,23,22,86,1.499,9.6,0.9,3.9,4.8,1.23,1192,1978.0
ATL,17,28.9,4.18,1407.2,1496,763,654,132,494,779,34,45,97,1.414,9.6,0.8,3.2,5.0,1.58,1163,1979.0
BAL,12,27.5,3.26,1434.1,1279,582,520,133,467,786,30,14,123,1.217,8.0,0.8,2.9,4.9,1.68,1012,1979.0
BOS,14,28.4,4.03,1431.1,1487,711,641,133,463,731,29,37,111,1.362,9.4,0.8,2.9,4.6,1.58,1115,1979.0
CAL,15,27.5,4.34,1436.0,1463,768,692,131,573,820,33,33,94,1.418,9.2,0.8,3.6,5.1,1.43,1137,1979.0
CHC,14,27.7,3.88,1446.2,1500,707,624,127,521,933,44,43,107,1.397,9.3,0.8,3.2,5.8,1.79,1184,1979.0
CHW,22,25.5,4.10,1409.0,1365,748,642,114,618,675,37,40,104,1.407,8.7,0.7,3.9,4.3,1.09,1142,1979.0
CIN,14,28.5,3.58,1440.1,1415,644,573,103,485,773,40,18,105,1.319,8.8,0.6,3.0,4.8,1.59,1118,1979.0
